time_ms,exit_code,path_size,path,buffer_size,buffer,num_states,num_controls
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,222,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.07792,,
,,,,,0.88022,,
,,,,,3.55154,,
,,,,,2.14917,,
,,,,,0.0490001,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,223,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.08334,,
,,,,,0.87355,,
,,,,,3.51617,,
,,,,,2.15377,,
,,,,,0.4417,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,224,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.02476,,
,,,,,0.91322,,
,,,,,3.71502,,
,,,,,2.16618,,
,,,,,-0.0491499,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,225,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.03677,,
,,,,,0.89355,,
,,,,,3.61297,,
,,,,,2.17937,,
,,,,,0.3435,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,226,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.10356,,
,,,,,0.86689,,
,,,,,3.48571,,
,,,,,2.13941,,
,,,,,0.1472,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,227,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,3.9928,,
,,,,,0.90689,,
,,,,,3.67046,,
,,,,,2.2152,,
,,,,,0.53985,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,228,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.0716,,
,,,,,0.88689,,
,,,,,3.58503,,
,,,,,2.14689,,
,,,,,-0.09825,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,229,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.10748,,
,,,,,0.86466,,
,,,,,3.4745,,
,,,,,2.13841,,
,,,,,0.29445,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,230,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.02769,,
,,,,,0.90466,,
,,,,,3.67124,,
,,,,,2.17375,,
,,,,,0.0981001,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,231,,
,,,,,213,,
,,,,,-1,,
,,,,,21,,
,,,,,4.05314,,
,,,,,0.88466,,
,,,,,3.56786,,
,,,,,2.17365,,
,,,,,0.4908,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,236,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.94813,,
,,,,,0.92688,,
,,,,,3.7675,,
,,,,,2.24158,,
,,,,,0.44165,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,233,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.9917,,
,,,,,0.91355,,
,,,,,3.70933,,
,,,,,2.20551,,
,,,,,0.14715,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,234,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.99914,,
,,,,,0.90688,,
,,,,,3.67367,,
,,,,,2.20663,,
,,,,,0.53985,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,235,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.9302,,
,,,,,0.94655,,
,,,,,3.87035,,
,,,,,2.23846,,
,,,,,0.0490001,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,236,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.94813,,
,,,,,0.92688,,
,,,,,3.7675,,
,,,,,2.24158,,
,,,,,0.44165,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,237,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,4.02054,,
,,,,,0.90022,,
,,,,,3.64477,,
,,,,,2.18935,,
,,,,,0.24535,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,238,,
,,,,,225,,
,,,,,243,,
,,,,,22,,
,,,,,3.90203,,
,,,,,0.94022,,
,,,,,3.8212,,
,,,,,2.28287,,
,,,,,0.638,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,239,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.98353,,
,,,,,0.92022,,
,,,,,3.74288,,
,,,,,2.20652,,
,,,,,-9.99123e-05,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,240,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,4.02502,,
,,,,,0.89799,,
,,,,,3.63372,,
,,,,,2.18725,,
,,,,,0.3926,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,241,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.93572,,
,,,,,0.93799,,
,,,,,3.82604,,
,,,,,2.2417,,
,,,,,0.19625,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,242,,
,,,,,225,,
,,,,,-1,,
,,,,,22,,
,,,,,3.96676,,
,,,,,0.91799,,
,,,,,3.72317,,
,,,,,2.23148,,
,,,,,0.58895,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,243,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.77061,,
,,,,,0.98022,,
,,,,,3.98186,,
,,,,,2.40199,,
,,,,,0.638,,
,,,,,0.4,,
,,,,,0,,
,,,,,244,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.8403,,
,,,,,0.96022,,
,,,,,3.90582,,
,,,,,2.33586,,
,,,,,0.44165,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,245,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.85544,,
,,,,,0.95355,,
,,,,,3.87138,,
,,,,,2.32658,,
,,,,,0.83435,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,246,,
,,,,,238,,
,,,,,254,,
,,,,,23,,
,,,,,3.74795,,
,,,,,0.99322,,
,,,,,4.05035,,
,,,,,2.41414,,
,,,,,0.3435,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,253,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.81587,,
,,,,,0.96466,,
,,,,,3.91154,,
,,,,,2.36473,,
,,,,,0.88345,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,248,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.88056,,
,,,,,0.94689,,
,,,,,3.84874,,
,,,,,2.30166,,
,,,,,0.53985,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,249,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.73657,,
,,,,,0.98689,,
,,,,,3.99043,,
,,,,,2.44237,,
,,,,,0.9325,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,250,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.82509,,
,,,,,0.96689,,
,,,,,3.93764,,
,,,,,2.34657,,
,,,,,0.2944,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,251,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.88705,,
,,,,,0.94466,,
,,,,,3.83877,,
,,,,,2.29644,,
,,,,,0.6871,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,252,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.76375,,
,,,,,0.98466,,
,,,,,4.00701,,
,,,,,2.40437,,
,,,,,0.49075,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,253,,
,,,,,238,,
,,,,,-1,,
,,,,,23,,
,,,,,3.81587,,
,,,,,0.96466,,
,,,,,3.91154,,
,,,,,2.36473,,
,,,,,0.88345,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,258,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.67249,,
,,,,,1.02655,,
,,,,,4.20488,,
,,,,,2.47635,,
,,,,,0.44165,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,255,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.71141,,
,,,,,1.01322,,
,,,,,4.14671,,
,,,,,2.44028,,
,,,,,0.14715,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,256,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.71518,,
,,,,,1.00655,,
,,,,,4.11106,,
,,,,,2.4414,,
,,,,,0.53985,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,257,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.6661,,
,,,,,1.04622,,
,,,,,4.30773,,
,,,,,2.47323,,
,,,,,0.0490001,,
,,,,,0.53,,
,,,,,-0.589,,
,,,,,258,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.67249,,
,,,,,1.02655,,
,,,,,4.20488,,
,,,,,2.47635,,
,,,,,0.44165,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,259,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.73441,,
,,,,,0.99989,,
,,,,,4.08216,,
,,,,,2.42412,,
,,,,,0.24535,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,260,,
,,,,,246,,
,,,,,265,,
,,,,,24,,
,,,,,3.6306,,
,,,,,1.03989,,
,,,,,4.25858,,
,,,,,2.51764,,
,,,,,0.638,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,261,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.7067,,
,,,,,1.01989,,
,,,,,4.18026,,
,,,,,2.44129,,
,,,,,-9.99123e-05,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,262,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.73788,,
,,,,,0.99766,,
,,,,,4.0711,,
,,,,,2.42202,,
,,,,,0.3926,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,263,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.66649,,
,,,,,1.03766,,
,,,,,4.26343,,
,,,,,2.47647,,
,,,,,0.19625,,
,,,,,0.4444,,
,,,,,-0.2945,,
,,,,,264,,
,,,,,246,,
,,,,,-1,,
,,,,,24,,
,,,,,3.68685,,
,,,,,1.01766,,
,,,,,4.16056,,
,,,,,2.46625,,
,,,,,0.58895,,
,,,,,0.2444,,
,,,,,0.4909,,
,,,,,269,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.52857,,
,,,,,1.07322,,
,,,,,4.3884,,
,,,,,2.62204,,
,,,,,0.73615,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,266,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.57647,,
,,,,,1.05989,,
,,,,,4.34321,,
,,,,,2.57063,,
,,,,,0.44165,,
,,,,,0.2,,
,,,,,-0.3927,,
,,,,,267,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.58794,,
,,,,,1.05322,,
,,,,,4.30877,,
,,,,,2.56135,,
,,,,,0.83435,,
,,,,,0.1333,,
,,,,,0.3927,,
,,,,,272,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.56466,,
,,,,,1.06656,,
,,,,,4.37502,,
,,,,,2.58134,,
,,,,,0.2944,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,269,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.52857,,
,,,,,1.07322,,
,,,,,4.3884,,
,,,,,2.62204,,
,,,,,0.73615,,
,,,,,0.3333,,
,,,,,0.1963,,
,,,,,270,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.61148,,
,,,,,1.04656,,
,,,,,4.28612,,
,,,,,2.53643,,
,,,,,0.53985,,
,,,,,0.0667,,
,,,,,-0.1963,,
,,,,,271,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.47886,,
,,,,,1.08656,,
,,,,,4.42781,,
,,,,,2.67714,,
,,,,,0.9325,,
,,,,,0.4667,,
,,,,,0.589,,
,,,,,272,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.56466,,
,,,,,1.06656,,
,,,,,4.37502,,
,,,,,2.58134,,
,,,,,0.2944,,
,,,,,0.2667,,
,,,,,-0.6872,,
,,,,,273,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.61705,,
,,,,,1.04433,,
,,,,,4.27615,,
,,,,,2.53121,,
,,,,,0.6871,,
,,,,,0.0444,,
,,,,,0.0982,,
,,,,,274,,
,,,,,260,,
,,,,,-1,,
,,,,,25,,
,,,,,3.50969,,
,,,,,1.08433,,
,,,,,4.44439,,
,,,,,2.63914,,
,,,,,0.49075,,
,,,,,0.4444,,
,,,,,-0.2945,,
